,state,year,group,epsilon_it,event_time,tau_it,stupid_random_var,alpha_i,alpha_t,Y_it
265,16,1986,1992,0.058663691654391,-6,0,2,1.6158640569945104,0.46137096487313345,20.135898713522035
266,17,1986,2004,0.6388324478942125,-18,0,2,3.6671266510114835,-1.267993801178057,9.037965297727638
267,18,1986,1986,-0.29578569441791497,0,1,2,4.108725023229934,0.3616610612470166,29.174600390059037
268,19,1986,2004,0.27354869058501896,-18,0,2,2.2188092979678666,-0.038811875132626295,8.45354611342026
269,20,1986,1992,-0.10109632621694703,-6,0,2,4.895038314076116,-0.6003136726117748,22.193628315247395
270,21,1986,1992,-0.10884060161361014,-6,0,2,3.7169389483165607,-1.7818741254208013,19.82622422128215
271,22,1986,1992,0.549388425993595,-6,0,2,4.5467930119855495,-0.15052608716769322,22.94565535081145
272,23,1986,1986,0.4127081744940149,0,1,2,6.212220628255424,2.0860470495371137,33.71097585228655
273,24,1986,1992,0.40675481800031926,-6,0,2,5.696839315865532,-1.6147594931858522,22.488834640679997
274,25,1986,1986,0.6527394035771645,0,1,2,4.731469352094168,-0.36146276669398575,30.02274598897735
275,26,1986,1992,0.010501920816379524,-6,0,2,4.308807774584713,-0.18355396189854745,22.135755733502545
276,27,1986,2004,0.34097648564748195,-18,0,2,3.2481845986706954,-1.8539048490057393,7.735256235312438
277,28,1986,2004,-0.15513337829672802,-18,0,2,4.880846680757579,-2.782303580377315,7.943409722083537
278,29,1986,1998,0.16208317624422106,-12,0,2,5.5888697611723055,-0.07814214376952933,17.672810793646995
279,30,1986,2004,-0.06507152718384229,-18,0,2,5.012820472848816,0.5200407220172594,11.467789667682233
280,31,1986,1998,0.048497982496359095,-12,0,2,6.068743032907696,-1.0038685409760928,17.113372474427962
281,32,1986,2004,0.2975785127184568,-18,0,2,6.476851882958768,-2.7040682897360004,10.070362105941225
282,33,1986,1986,-0.40911034161673626,0,1,2,6.3751440181919214,-1.548960525053475,29.41707315152171
283,34,1986,2004,1.0461936378427301,-18,0,2,6.14999741917654,-1.5420240187788192,11.654167038240452
284,35,1986,1998,-0.503008690749851,-12,0,2,7.168654671966728,-0.09612265668374254,18.569523324533137
285,36,1986,1998,-0.6070943063938661,-12,0,2,7.641940649569409,-0.7248322535046186,18.310014089670926
286,37,1986,1992,0.5790554367500339,-6,0,2,6.309600922557154,-0.6024038409188539,24.286252518388334
287,38,1986,1986,0.39583134698146794,0,1,2,9.01093237974627,-0.5892716517893062,33.817492074938436
288,39,1986,2004,0.31205990852607757,-18,0,2,7.701411867715738,-2.8921636327180895,11.121308143523725
289,40,1986,1992,0.31417275463213995,-6,0,2,8.018849622944847,0.23475132632488205,26.56777370390187
290,41,1986,2004,-0.0061233864234573115,-18,0,2,8.908214423256556,-0.8862283786144144,14.015862658218685
291,42,1986,2004,-0.44862718574291577,-18,0,2,8.633216131263502,-3.3457297866907334,10.838859158829854
292,43,1986,1992,0.03790227909686317,-6,0,2,9.553136633913244,0.9898389781806838,28.58087789119079
293,44,1986,1992,-0.33858085575605584,-6,0,2,9.087124165201825,-0.025928779105998778,26.72261453033977
294,45,1986,1992,0.4875598667088756,-6,0,2,8.387562625359562,0.7995946451457934,27.67471713721423
295,46,1986,1992,-0.07352869075106933,-6,0,2,9.561503525206101,-1.9421277484851152,25.545847085969918
296,47,1986,1992,-0.4127485983962558,-6,0,2,8.25627379267934,-1.965824155415439,23.877701038867645
297,48,1986,2004,-0.16069292082649672,-18,0,2,9.708559705776523,-1.9489693097672969,13.598897475182728
298,49,1986,1992,0.20646572713781217,-6,0,2,9.76677000935554,-0.09721557310480589,27.876020163388546
299,50,1986,1986,-0.28186227640198736,0,1,2,9.79188314272746,1.7963608229269636,36.30638168925243
300,1,1987,1998,-0.4111101977832157,-11,0,2,0.07146248856106927,-0.39392108618486854,11.266431204592985
301,2,1987,1992,0.12184360574595615,-5,0,2,-1.481849045497639,-0.7426812768120333,15.897313283436283
302,3,1987,1998,0.12248328555436139,-11,0,2,0.05127509225903848,-2.126369207665892,10.047389170147508
303,4,1987,2004,-0.2534715876855649,-17,0,2,0.8928449011411148,-0.4699994272808501,6.1693738861747
304,5,1987,1998,-0.2355191528091614,-11,0,2,1.1598563919974003,-2.0647054257507147,10.859631813437524
305,6,1987,2004,0.11602496867881815,-17,0,2,0.17232485907404183,-0.07153144522767851,6.216818382525181
306,7,1987,2004,-0.7240421707486621,-17,0,2,2.665707840864701,-1.9843846496065094,5.957281020509529
307,8,1987,1986,-0.7037318871882776,1,2,2,0.7338251517854992,1.6905820726178504,27.72067533721507
308,9,1987,1998,-0.359222110626218,-11,0,2,2.7694572005267366,-0.42106870994072176,13.989166379959798
309,10,1987,1986,-0.10672357585592362,1,2,2,2.4271943618716847,-0.03699548944245826,28.283475296573304
310,11,1987,1998,0.1554537827990023,-11,0,2,1.553772690156197,-1.6193963718261268,12.089830101129072
311,12,1987,1998,0.737678108474776,-11,0,2,4.175310892609512,-1.44090787734608,15.472081123738208
312,13,1987,1986,0.4288298116010097,1,2,2,1.40636316824352,0.5283166923752375,28.363509672219767
313,14,1987,1986,-0.07996926498171356,1,2,2,3.7191541736100016,0.17715649621771673,29.816341404846007
314,15,1987,1998,-0.009508103951344415,-11,0,2,4.000582318042978,-1.6938114080687052,14.297262806022928
315,16,1987,1992,-0.5012646823189044,-5,0,2,2.5293797909233553,-0.6656314103176322,19.36248369828682
316,17,1987,2004,-0.009256567996194965,-17,0,2,4.792465300064329,-1.6214229702808505,9.161785761787284
317,18,1987,1986,-0.14432931946006916,1,2,2,3.3499534854010475,-2.028734094414812,27.176890071526167
318,19,1987,2004,0.16135928016904474,-17,0,2,4.088693629279857,-1.2418318852113015,9.0082210242376
319,20,1987,1992,-0.4136154717761615,-5,0,2,4.260321838771221,-1.4797212247168068,20.366985142278253
320,21,1987,1992,0.25967325712058614,-5,0,2,4.065691258529452,-1.653332403205745,20.672032112444292
321,22,1987,1992,0.7663694565012888,-5,0,2,5.210808273159783,-2.1873443471107104,21.789833382550363
322,23,1987,1986,-0.0543800742284288,1,2,2,5.393488720552213,-1.6938924978678902,29.645216148455894
323,24,1987,1992,0.20085586104947073,-5,0,2,3.0514680267618193,-1.8554475031122892,19.396876384699002
324,25,1987,1986,0.34507199585555626,1,2,2,6.304340242878153,-0.6090209576304905,32.04039128110322
325,26,1987,1992,-0.20061023594291813,-5,0,2,3.537508011964326,1.4532591375265682,22.790156913547975
326,27,1987,2004,0.11204624090520839,-17,0,2,6.432546204341658,-2.225879675895204,10.318712769351661
327,28,1987,2004,0.00629620039089743,-17,0,2,6.726705136827583,-1.5222498937319688,11.210751443486512
328,29,1987,1998,0.04883804927441586,-11,0,2,4.709033569784801,-0.6995186134936714,16.058353005565547
329,30,1987,2004,-0.38650489192773324,-17,0,2,5.589185712045415,-1.5689348137841514,9.63374600633353
330,31,1987,1998,0.012255087129471357,-11,0,2,5.094295331514065,-1.1774434607259938,15.929106957917543
331,32,1987,2004,0.24899914562272488,-17,0,2,6.185078969711265,-2.895293763599245,9.538784351734744
332,33,1987,1986,0.7255718038975209,1,2,2,6.291965715814259,1.550927548279212,34.56846506799099
333,34,1987,2004,0.47963541304260343,-17,0,2,7.579660532269339,0.10719664363788506,14.166492588949827
334,35,1987,1998,1.0765912287557782,-11,0,2,8.310308746119608,-2.782658694122686,18.6042412807527
335,36,1987,1998,-0.38367378144402475,-11,0,2,8.595683810789957,-2.12402859088638,18.08798143845955
336,37,1987,1992,0.4361603183603391,-5,0,2,6.837831973421698,-0.7798103423770061,24.494181949405032
337,38,1987,1986,0.09167100286917587,1,2,2,7.390778126255472,-0.8645377949101913,32.617911334214455
338,39,1987,2004,1.0949014666088361,-17,0,2,6.11656180777905,-1.1940344465441348,12.017428827843752
339,40,1987,1992,-0.40414914267757573,-5,0,2,7.194129933503811,-1.228272202406613,23.561708588419624
340,41,1987,2004,-0.41986092109038803,-17,0,2,9.164851633097458,0.46505606780660225,15.210046779813672
341,42,1987,2004,-0.2996963227220111,-17,0,2,10.015582823548232,-0.5094514056564041,15.206435095169816
342,43,1987,1992,-1.0619478621549034,-5,0,2,7.365651128120078,-0.2874259693677851,24.016277296597387
343,44,1987,1992,-0.2628775108403805,-5,0,2,8.207535740847106,0.5269862633197322,26.47164449332646
344,45,1987,1992,-0.379566330776849,-5,0,2,8.973594243041074,0.605900424357309,27.199928336621532
345,46,1987,1992,0.07519689323810382,-5,0,2,9.480161158819605,-1.0639474880582434,26.491410563999466
346,47,1987,1992,0.17087798788857972,-5,0,2,8.590396480078354,-1.3162172445419649,25.445057223424968
347,48,1987,2004,0.9380854196079431,-17,0,2,10.024061044464089,-1.6218569370303528,15.34028952704168
348,49,1987,1992,0.4752119190930251,-5,0,2,9.326160652929085,0.361636124497944,28.163008696520052
349,50,1987,1986,-0.28845182783120155,1,2,2,9.985547729121722,0.23906039865341766,35.93615629994394
350,1,1988,1998,-0.449207335674179,-10,0,2,0.7462842480036995,-2.576996482190997,9.720080430138523
351,2,1988,1992,0.24595958575325286,-4,0,2,0.4064222698109378,-1.2028244439508424,17.44955741161335
352,3,1988,1998,-0.6601166035103211,-10,0,2,0.16361410947343136,-1.073972863594378,10.429524642368733
353,4,1988,2004,0.9157293829271769,-16,0,2,0.6903901960741692,-1.6756656043258304,5.930453974675515
354,5,1988,1998,0.5897200603606435,-10,0,2,0.9116370407946647,0.9725421767898081,14.473899277945115
355,6,1988,2004,-0.2345878260523524,-16,0,2,0.8299889701178722,-2.985987942398998,3.6094132016665217
356,7,1988,2004,-0.8565672645454387,-16,0,2,1.1412039373328975,-1.0944107581641256,5.190225914623333
357,8,1988,1986,0.6769361870827064,2,3,2,3.1986471705047173,1.6891131083282895,32.564696465915716
358,9,1988,1998,-0.05726992262630894,-10,0,2,2.3609194479412388,1.271449745422796,15.575099270737725
359,10,1988,1986,0.6189081559867309,2,3,2,1.7045196819708397,-0.20439742318396126,29.11903041477361
360,11,1988,1998,-0.7972138293971835,-10,0,2,2.896954404510736,-0.5085705472798002,13.591170027833751
361,12,1988,1998,-0.29968751147688644,-10,0,2,2.06618051024399,-0.4302396428013531,13.33625335596575
362,13,1988,1986,0.002621849859091583,2,3,2,3.7731246375866414,0.3954817315532908,31.171228218999026
363,14,1988,1986,0.023490296882371028,2,3,2,3.1696421921980935,0.10115479876069396,30.294287287841158
364,15,1988,1998,-0.22503273573962182,-10,0,2,2.8926978559957712,-0.5640246104999541,14.103640509756195
365,16,1988,1992,0.3114249661737494,-4,0,2,3.6477169258102777,-2.932246085219685,19.02689580676434
366,17,1988,2004,-0.5338102146912972,-16,0,2,1.8291238479315006,-0.9179305099373688,6.377383123302835
367,18,1988,1986,-0.07118974251064675,2,3,2,2.473232531090195,0.3261779036619672,29.728220692241514
368,19,1988,2004,0.06014781585594943,-16,0,2,2.606074993600944,-1.8224748967782656,6.843747912678628
369,20,1988,1992,0.2572194170293745,-4,0,2,4.142943094763707,1.646862195719558,24.04702470751264
370,21,1988,1992,0.3558074390444449,-4,0,2,5.932514999485092,-1.0749340187905523,23.213388419738983
371,22,1988,1992,-0.5623210459189346,-4,0,2,6.631300146192633,-0.8030759890650307,23.26590311120867
372,23,1988,1986,-0.7670570853678111,2,3,2,5.238051101440757,2.191553302204734,33.66254731827768
373,24,1988,1992,0.6388384109492545,-4,0,2,5.300844474944457,-1.2320613048498568,22.707621581043853
374,25,1988,1986,0.16615700598979583,2,3,2,3.1989422658472613,-0.3501152829365389,30.014983988900518
375,26,1988,1992,-0.3742432682782768,-4,0,2,4.657326200265978,-0.54702542343085,21.73605750855685
376,27,1988,2004,0.7755759877612615,-16,0,2,4.6122162480917615,-0.7592655178704508,10.628526717982572
377,28,1988,2004,0.05783731714642933,-16,0,2,4.979152401748884,-1.3921974926466867,9.644792226248626
378,29,1988,1998,0.5896485920319132,-10,0,2,5.63185618141521,-2.2926253471522626,15.928879426294861
379,30,1988,2004,0.033759240705054476,-16,0,2,5.527909422302873,-2.1321685631271894,9.429500099880737
380,31,1988,1998,1.0303739624409936,-10,0,2,4.220700189624212,-1.6073544332122114,15.643719718852994
381,32,1988,2004,0.8776704212216022,-16,0,2,7.147910256117534,-1.6772210452230456,12.34835963211609
382,33,1988,1986,-0.12448207423953675,2,3,2,5.527256974260193,0.625843658629829,33.028618558650486
383,34,1988,2004,0.4857854754771777,-16,0,2,7.039246864111149,-1.181794244112028,12.343238095476298
384,35,1988,1998,0.3226879747925738,-10,0,2,9.074082669749973,-2.776011754048402,18.620758890494145
385,36,1988,1998,0.6843157787661743,-10,0,2,6.280615408413577,0.06394098756085609,19.028872174740606
386,37,1988,1992,-0.48246173029005224,-4,0,2,4.869712477253671,-0.14743115400337653,22.23981959296024
387,38,1988,1986,0.34302572999921965,2,3,2,7.313995778119889,1.5845320475939062,36.24155355571301
388,39,1988,2004,0.5292122434247939,-16,0,2,8.900959634998571,-1.155801672709328,14.274370205714037
389,40,1988,1992,-0.8793697432115571,-4,0,2,9.958347454220593,0.7013229577357621,27.7803006687448
390,41,1988,2004,-0.5916292563328875,-16,0,2,6.970450405547583,-1.133454688549873,11.245366460664822
391,42,1988,2004,-1.0196160888800503,-16,0,2,8.896699223236523,-0.2537742437972519,13.623308890559219
392,43,1988,1992,-0.13470341722227888,-4,0,2,8.134689543219947,0.12225063601777852,26.122236762015447
393,44,1988,1992,0.35877112789798116,-4,0,2,8.694051645695865,-0.4979152464429041,26.55490752715094
394,45,1988,1992,0.751178526048014,-4,0,2,11.644343347017035,1.8724347204468819,32.26795659351193
395,46,1988,1992,0.03704739020988759,-4,0,2,7.697029671604846,0.48903712227989204,26.223114184094626
396,47,1988,1992,0.8143077727856459,-4,0,2,9.653739661494575,0.17374442100441312,28.641791855284634
397,48,1988,2004,-0.6900507291074457,-16,0,2,10.067693171765432,-2.876304416538336,12.501338026119651
398,49,1988,1992,-0.8516912196775773,-4,0,2,10.885786324939348,-1.6883076174635376,26.345787487798233
399,50,1988,1986,-0.02777384944830939,2,3,2,10.097983153470896,0.4927154821418534,37.562924786164444
400,1,1989,1998,0.19203272446965364,-9,0,2,0.5080505395041024,-0.7544788022317592,11.945604461741997
401,2,1989,1992,-0.016347374047046555,-3,0,2,0.008351432578208917,-0.9141225650083162,17.077881493522845
402,3,1989,1998,-1.0337210500199383,-9,0,2,0.8691269412451073,-0.75901730038794,11.07638859083723
403,4,1989,2004,-0.044560019756394204,-15,0,2,0.45680772450258955,0.08862692804359584,6.500874632789791
404,5,1989,1998,-0.6522347502524266,-9,0,2,1.621571889856051,-0.20459752544970133,12.764739614153923
405,6,1989,2004,0.33483627441501923,-15,0,2,0.8303896639563659,-2.641008509752738,4.524217428618647
406,7,1989,2004,0.18329912304842413,-15,0,2,1.7771003939021863,-1.6115088271429436,6.348890689807667
407,8,1989,1986,-0.4699398931636776,3,4,2,1.5707371863150217,-0.5049664808525608,28.595830812298782
408,9,1989,1998,-0.25693345866834677,-9,0,2,2.9260502507721684,-1.2876999164085612,13.38141687569526
409,10,1989,1986,-0.5296067609444758,3,4,2,1.9486062764115137,-0.1136156656296427,29.305383849837394
410,11,1989,1998,-0.03133954863658594,-9,0,2,0.42696753179311875,-1.3776455826040053,11.017982400552528
411,12,1989,1998,0.47757116025061913,-9,0,2,3.6619215007139916,-2.1551353719733948,13.984357288991216
412,13,1989,1986,-0.49286302316777186,3,4,2,1.6942676991373813,0.17234531848180992,29.37374999445142
413,14,1989,1986,0.2520232577589222,3,4,2,2.14623366135118,-0.2606076368473099,30.137649282262792
414,15,1989,1998,-0.2651288091862204,-9,0,2,2.404338705956508,-3.829448690002268,10.30976120676802
415,16,1989,1992,-0.3964364161311721,-3,0,2,4.5744380931708175,1.752972024501663,23.93097370154131
416,17,1989,2004,-0.053515179977278914,-15,0,2,1.2643257860213044,-0.41123034578332796,6.799580260260697
417,18,1989,1986,-0.517621161209687,3,4,2,6.737748533659994,-0.07630072492499601,34.14382664752531
418,19,1989,2004,-0.276824652673591,-15,0,2,4.856056809066052,-1.4811809502594016,9.098051206133059
419,20,1989,1992,-0.5989389462944242,-3,0,2,4.223238914129159,-1.4716543473175618,20.152645620517173
420,21,1989,1992,0.9823625664581946,-3,0,2,4.145105999383714,1.3957228778108652,24.523191443652774
421,22,1989,1992,0.017631775985864306,-3,0,2,4.685554074857658,1.5972886947731115,24.300474545616634
422,23,1989,1986,-0.3498627539962928,3,4,2,5.121122428379338,0.45669372824652466,33.227953402629566
423,24,1989,1992,0.106989955367111,-3,0,2,5.445215585950057,0.7235306441853446,24.275736185502513
424,25,1989,1986,-0.05616402484541491,3,4,2,5.555604466003448,0.4752867789339239,33.97472722009196
425,26,1989,1992,-0.11048479976661149,-3,0,2,5.289580681255249,-1.6367254388759307,21.542370442612707
426,27,1989,2004,0.3070833500217126,-15,0,2,5.202661579692674,-1.9118233689636572,9.59792156075073
427,28,1989,2004,0.37875385502365255,-15,0,2,5.448726716346488,-1.368072033228043,10.459408538142096
428,29,1989,1998,-0.26525057380526373,-9,0,2,5.6050917196473184,-1.3545477187434443,15.985293427098611
429,30,1989,2004,-0.28790912032234,-15,0,2,7.133770096867065,-1.718653277435036,11.12720769910969
430,31,1989,1998,-0.137525848575822,-9,0,2,6.793556722280862,-0.9913995575091145,17.664631316195926
431,32,1989,2004,-1.1509605823677924,-15,0,2,3.45961136533572,-1.5808784978654613,6.727772285102466
432,33,1989,1986,-0.7575955310992761,3,4,2,7.255900776529761,0.35225849049748326,34.85056373592796
433,34,1989,2004,0.6834371337222623,-15,0,2,6.994736194718775,-2.560605066396601,11.117568262044436
434,35,1989,1998,0.8224838567506418,-9,0,2,6.981291243554103,-1.6170161491279362,18.18675895117681
435,36,1989,1998,-0.12451801977818916,-9,0,2,6.811481546911114,-2.184584265699969,16.502379261432957
436,37,1989,1992,0.2882784815278832,-3,0,2,8.524112719986014,0.6778155496862003,27.4902067512001
437,38,1989,1986,0.15562507727176805,3,4,2,8.547526462122857,-1.8056469418403245,34.8975045975543
438,39,1989,2004,1.5394404042276189,-15,0,2,7.027122332176391,-0.34640965668307455,14.220153079720935
439,40,1989,1992,0.5597874557172884,-3,0,2,8.407052287124536,1.0863493972628433,28.053189140104667
440,41,1989,2004,-0.06395879574038327,-15,0,2,7.228343265458713,-1.8021805869826215,11.36220388273571
441,42,1989,2004,-0.4777702203002129,-15,0,2,7.02038183521107,-4.103137087827299,8.439474527083558
442,43,1989,1992,-0.8032231601287863,-3,0,2,7.973282775410034,-0.6613105619672905,24.508749053313956
443,44,1989,1992,0.10173181793361155,-3,0,2,9.66239347238276,-0.3641841612888193,27.399941129027553
444,45,1989,1992,-0.3781753726421517,-3,0,2,9.953125045376087,-1.3105982199289135,26.264351452805023
445,46,1989,1992,-0.7111268547988371,-3,0,2,9.713085420097292,-0.8152183938082428,26.186740171490214
446,47,1989,1992,-0.3232864421212633,-3,0,2,10.125095786847998,1.2301951988633513,29.032004543590084
447,48,1989,2004,-0.5407740018071975,-15,0,2,10.116178287114957,-0.835072837698259,14.7403314476095
448,49,1989,1992,0.8435708175362824,-3,0,2,9.158518404777048,-1.2245641143780999,26.777525107935233
449,50,1989,1986,0.44081987847472526,3,4,2,10.43192254467394,-1.297599169595432,37.575143253553236
450,1,1990,1998,-0.003986320658308686,-8,0,2,1.0004095252276823,-1.127017317609771,11.869405886959603
451,2,1990,1992,0.7399720694450129,-2,0,2,1.1542913298135744,-0.41345677935043823,19.48080661990815
452,3,1990,1998,0.03868415382380915,-8,0,2,1.788913371474643,-0.30380081263668374,13.523796712661769
453,4,1990,2004,-0.43064210066413183,-14,0,2,1.5083038472010637,-1.9353167125676591,5.1423450339692724
454,5,1990,1998,0.7615620386348286,-8,0,2,1.351448207541583,-0.28850042463813863,13.824509821538273
455,6,1990,2004,0.26945502184232933,-14,0,2,2.270150238316427,0.535154040060229,9.074759300218986
456,7,1990,2004,-0.5186230771632282,-14,0,2,1.37347874075094,-0.5844989775557375,6.270356686031974
457,8,1990,1986,-0.0951693390418041,4,5,2,0.7181253487722823,0.35191149266922744,29.974867502399707
458,9,1990,1998,-0.4378091266923786,-8,0,2,1.6369330360562362,-0.9831504710532948,12.215973438310563
459,10,1990,1986,-0.691399865482168,4,5,2,1.255097355193551,0.04332686582012879,29.60702435553151
460,11,1990,1998,0.4630887737658207,-8,0,2,1.5248217250256186,0.3806409124521446,14.368551411243583
461,12,1990,1998,0.9547083202350652,-8,0,2,2.255481329284482,-1.4273134459513028,13.782876203568245
462,13,1990,1986,-0.6992837869095706,4,5,2,1.8075800790000387,0.44522270899998256,30.55351900109045
463,14,1990,1986,0.28148461834528543,4,5,2,2.4920384703609595,0.4511979018810854,32.22472099058733
464,15,1990,1998,-0.32532128456091347,-8,0,2,1.1063853330462143,-1.3017841928115321,11.479279855673768
465,16,1990,1992,-0.24356269188234803,-2,0,2,3.413293707372939,-1.5724655478841008,19.59726546760649
466,17,1990,2004,-0.2961969621194346,-14,0,2,3.4012054753622243,-1.077025496382332,8.027983016860457
467,18,1990,1986,-0.431995384839908,4,5,2,2.7829113689318095,0.3389960281446165,31.68991201223652
468,19,1990,2004,0.024260813972413496,-14,0,2,4.459245668432405,-0.8997595305634303,9.583746951841388
469,20,1990,1992,-0.4154750582055189,-2,0,2,4.937570137626558,-0.733600306439167,21.788494772981874
470,21,1990,1992,0.1352284128899194,-2,0,2,2.5924401356310263,1.0208212988130478,21.748489847333992
471,22,1990,1992,-0.025119054724568476,-2,0,2,3.6372752214337862,-1.0767737812118447,20.53538238549737
472,23,1990,1986,-0.11947402343320487,4,5,2,3.8308576502127014,2.1120402840178927,34.82342391079739
473,24,1990,1992,-0.45378183102079894,-2,0,2,3.8600968988911353,-1.9476365098282615,19.458678558042074
474,25,1990,1986,-0.28838566528416637,4,5,2,5.829474841931749,0.8347700645568912,35.37585924120447
475,26,1990,1992,0.377695612912878,-2,0,2,5.006173861227197,0.27543068252662345,23.6593001566667
476,27,1990,2004,0.2504585938121904,-14,0,2,5.13548515868939,-2.1955570679408822,9.190386684560698
477,28,1990,2004,-0.4887776223992755,-14,0,2,3.596137635593246,-0.9756060621389875,8.131753951054984
478,29,1990,1998,0.049666152714612936,-8,0,2,6.4354180302092265,0.4795186697601588,18.964602852684
479,30,1990,2004,0.3756935616858945,-14,0,2,4.760741605146528,-3.616818839354065,7.519616327478357
480,31,1990,1998,-0.8347026405606859,-8,0,2,6.259932630266328,-0.2972551925091854,17.127974797196458
481,32,1990,2004,0.2716800961899675,-14,0,2,6.677376937958192,-3.893270820330078,9.055786213818081
482,33,1990,1986,-0.33131187947292334,4,5,2,7.960658595838651,-0.565664803523208,36.06368191284252
483,34,1990,2004,0.28529933429657967,-14,0,2,5.491179600880888,0.229166364900945,12.005645300078413
484,35,1990,1998,-0.38162957827125843,-8,0,2,3.9804878441791747,-1.381782033392054,14.217076232515861
485,36,1990,1998,-0.9024410503322595,-8,0,2,7.383849544753695,-1.9738799644089726,16.507528530012465
486,37,1990,1992,-0.8137712189415813,-2,0,2,9.200511181510855,-0.3979377289846819,25.988802233584593
487,38,1990,1986,0.024042473330690997,4,5,2,8.838946352939438,2.467906338163552,40.330895164433684
488,39,1990,2004,0.12986125086074093,-14,0,2,8.009659415274626,-3.2316822472060265,10.907838418929341
489,40,1990,1992,-0.4521583125522043,-2,0,2,7.508363814367953,-1.2513099116393445,23.804895590176404
490,41,1990,2004,0.31929622938868696,-14,0,2,9.00712259663731,0.09743168317962625,15.423850509205623
491,42,1990,2004,-0.8307600311344799,-14,0,2,7.426453800295532,0.4577023435377323,13.053396112698785
492,43,1990,1992,-0.033039899323658285,-2,0,2,9.07635776935622,-0.3034312242902839,26.739886645742278
493,44,1990,1992,-0.6055080998812283,-2,0,2,9.305470159166628,-1.4390527025266424,25.26090935675876
494,45,1990,1992,-0.3259180539010796,-2,0,2,10.06020990749888,1.895843501809159,29.63013535540696
495,46,1990,1992,0.023699335658207008,-2,0,2,11.959660038911077,1.3944423917491968,31.37780176631848
496,47,1990,1992,-0.4302066826419762,-2,0,2,9.792415967178767,0.47894698776223293,27.841156272299024
497,48,1990,2004,-0.19227777211491268,-14,0,2,9.0910363742925,-2.2124023489374203,12.686356253240167
498,49,1990,1992,0.5031464046072203,-2,0,2,9.774425687808007,-0.24902934083803674,28.02854275157719
499,50,1990,1986,-0.2884459347615744,4,5,2,8.230924095110883,0.23963991895516926,37.18211807930448
500,1,1991,1998,0.4178460560325709,-7,0,2,-0.4947131310890582,-0.3691486953844223,11.55398422955909
501,2,1991,1992,-0.564853427328809,-1,0,2,-0.009282438113103975,1.351001438131336,18.776865572689424
502,3,1991,1998,0.2649020889576414,-7,0,2,0.07591160206540748,0.1794170411374031,12.520230732160453
503,4,1991,2004,0.7207843103289502,-13,0,2,0.952354872033722,-2.377376076984758,5.295763105377914
504,5,1991,1998,-1.2358222500636447,-7,0,2,0.17758006761779943,0.6764964500195377,11.618254267573693
505,6,1991,2004,-0.3984476277352384,-13,0,2,2.3210306673244716,-0.9868678599868448,6.935715179602388
506,7,1991,2004,0.28853606359027,-13,0,2,1.400207064918197,-0.6129342041410838,7.075808924367383
507,8,1991,1986,-0.10152269302149634,5,6,2,1.5906996788613856,1.966540859278603,33.45571784511849
508,9,1991,1998,0.18557293668565442,-7,0,2,1.4721052834870823,-1.8115802495135513,11.846097970659185
509,10,1991,1986,-0.3019925933579103,5,6,2,2.155190683858979,0.4641744212935371,32.3173725117946
510,11,1991,1998,0.04329489373644996,-7,0,2,3.0250982646676348,-1.231454551359215,13.83693860704487
511,12,1991,1998,-0.07783861769603974,-7,0,2,1.5328697842890997,-2.267859425365456,11.187171741227605
512,13,1991,1986,0.5838910308299037,5,6,2,1.9418835109247434,0.8467099776049198,33.37248451935957
513,14,1991,1986,0.12721042165060656,5,6,2,2.496273971223335,3.0115565515844236,35.63504094445837
514,15,1991,1998,0.1688013310376011,-7,0,2,1.654129076526785,-2.5400777445057527,11.282852663058634
515,16,1991,1992,-0.2059384830612337,-1,0,2,2.3807421402785023,-0.13228061104947034,20.042523046167798
516,17,1991,2004,-0.24380311203624677,-13,0,2,2.923779126455341,-0.6594570649252266,8.020518949493868
517,18,1991,1986,-0.21627909390981045,5,6,2,4.474389180712728,0.6230782016561811,34.8811882884591
518,19,1991,2004,0.19722607118914842,-13,0,2,4.062561329001925,-1.4131280525157404,8.846659347675333
519,20,1991,1992,-0.21049224041013148,-1,0,2,4.193589911367544,-1.3992163634458243,20.58388130751159
520,21,1991,1992,0.14488742844820646,-1,0,2,5.050897962167973,0.13278674294016363,23.328572133556342
521,22,1991,1992,1.0377003993227194,-1,0,2,4.262628211600604,-0.8567639770159263,22.443564633907396
522,23,1991,1986,0.4355623517158462,5,6,2,4.990464849928889,-1.6899217049785533,33.736105496666184
523,24,1991,1992,-0.16301176608392057,-1,0,2,4.6967782470675035,1.0945922205137306,23.628358701497312
524,25,1991,1986,0.6006069610819724,5,6,2,5.265362349399629,1.4583858198420425,37.324355130323646
525,26,1991,1992,-0.2040376865107757,-1,0,2,4.617241342388418,-0.048339023148920204,22.36486463272872
526,27,1991,2004,-1.019062267588927,-13,0,2,2.9611828417235713,-1.0709253117942974,6.871195262340347
527,28,1991,2004,-0.504043155458702,-13,0,2,5.465720837813696,-0.22568198728443867,10.735995695070555
528,29,1991,1998,-0.9353959605129278,-7,0,2,7.2227481360999395,-0.47566034322191747,17.811691832365096
529,30,1991,2004,-0.17575674202065433,-13,0,2,6.926215402241592,-0.39598244523868564,12.354476214982252
530,31,1991,1998,0.00920918959477585,-7,0,2,7.165397484591171,-0.9974822008738502,18.177124473312098
531,32,1991,2004,0.8382186561376413,-13,0,2,7.636130721806218,0.011983738573946523,14.486333116517805
532,33,1991,1986,0.16346368688208132,5,6,2,6.688657590961437,0.8207857259326838,37.6729070037762
